date,container,dry_bulk,general_cargo,roro,tanker,cargo_total,total,cap_container_dwt,cap_dry_bulk_dwt,cap_general_cargo_dwt,cap_roro_dwt,cap_tanker_dwt
2019-01-01,8,11,2,3,42,24,66,191610,326461,10255,2898,2495676
2019-01-02,13,10,0,2,45,25,70,547743,487020,0,2013,1680733
2019-01-03,11,10,4,0,54,25,79,428426,360563,12144,0,2922246
2019-01-04,12,14,2,1,42,29,71,573967,438669,22708,8512,1559196
2019-01-05,15,13,3,1,41,32,73,557629,659561,2521,0,2151691
2019-01-06,7,15,1,2,40,25,65,129019,490939,1799,7826,2487646
2019-01-07,10,8,4,1,60,23,83,343721,226869,14350,2281,2479232
2019-01-08,8,10,8,1,42,27,69,363172,382677,58634,0,1089847
2019-01-09,7,6,4,1,26,18,44,271559,281960,9307,0,1885463
2019-01-10,10,8,6,2,43,26,69,286487,189300,25189,12097,807159
2019-01-11,8,9,4,1,49,22,71,315331,220227,4757,6926,1015141
2019-01-12,8,10,6,0,42,24,66,235034,214084,31290,0,795232
2019-01-13,7,12,2,1,28,22,50,374576,415932,5407,0,1585647
2019-01-14,8,6,4,5,43,23,66,460797,122220,17756,4518,3009894
2019-01-15,12,10,4,4,32,30,62,552642,113578,27156,13915,1447540
2019-01-16,10,19,6,1,37,36,73,477913,583847,19872,0,2347453
2019-01-17,11,13,4,0,37,28,65,353541,517151,10013,0,2146416
2019-01-18,11,7,1,0,38,19,57,393980,269350,4546,0,2116818
2019-01-19,9,11,4,2,41,26,67,313474,149061,15137,0,1566967
2019-01-20,11,14,5,2,50,32,82,379462,623089,35572,3476,1627617
2019-01-21,7,11,6,2,41,26,67,281689,370999,59561,8883,357934
2019-01-22,8,8,2,3,43,21,64,267049,378121,9020,6352,2228951
2019-01-23,5,6,0,0,38,11,49,265863,44838,0,0,2002254
2019-01-24,6,9,1,0,35,16,51,123371,223192,17519,0,2050334
2019-01-25,11,9,4,0,30,24,54,435737,253029,34051,0,1493370
2019-01-26,10,12,3,0,47,25,72,409224,337253,9592,0,1890765
2019-01-27,10,12,2,0,44,24,68,327753,617858,32752,0,2508779
2019-01-28,11,12,3,3,35,29,64,288592,369533,23678,9034,1126002
2019-01-29,11,7,4,0,38,22,60,446134,375494,11055,0,2361125
2019-01-30,7,14,4,2,44,27,71,198816,552539,11766,4234,1531906
2019-01-31,6,9,5,1,32,21,53,293004,368901,20187,2013,1806392
2019-02-01,8,8,3,0,39,19,58,282772,233110,16277,0,1851368
2019-02-02,10,3,4,1,40,18,58,357447,126345,16182,2013,2494766
2019-02-03,6,9,6,2,42,23,65,249022,205446,54444,0,1686854
2019-02-04,7,14,2,1,38,24,62,336169,370599,8381,0,1010318
2019-02-05,9,18,1,3,35,31,66,384026,251039,0,7281,634799
2019-02-06,8,12,2,0,36,22,58,297577,373934,17196,0,1085360
2019-02-07,8,17,1,5,39,31,70,244359,431909,4180,4219,1825098
2019-02-08,9,11,2,2,45,24,69,302333,278857,3152,0,989152
2019-02-09,6,10,4,0,50,20,70,217217,359963,37973,0,1709525
2019-02-10,8,12,6,0,45,26,71,375324,527123,57873,0,2500360
2019-02-11,7,9,1,2,30,19,49,393358,458930,0,0,1211492
2019-02-12,11,9,3,3,36,26,62,396885,406913,7862,8901,679577
2019-02-13,3,13,2,1,40,19,59,158819,428082,10900,0,949458
2019-02-14,9,13,6,2,44,30,74,457266,416099,3740,341,1022426
2019-02-15,10,16,5,2,40,33,73,375536,456946,18448,341,1830094
2019-02-16,11,14,2,0,47,27,74,500271,542967,6856,0,1968781
2019-02-17,4,9,2,0,34,15,49,270852,340247,4178,0,973603
2019-02-18,13,17,4,1,47,35,82,392158,363023,14049,3877,1414823
2019-02-19,8,10,7,2,38,27,65,328697,416404,27796,6764,977417
2019-02-20,10,15,5,0,46,30,76,208880,370882,16227,0,760090
2019-02-21,9,18,1,3,53,31,84,236942,360272,2720,6324,931179
2019-02-22,16,15,1,3,51,35,86,377270,521817,0,3736,1929967
2019-02-23,12,10,6,1,56,29,85,594397,479144,4919,5803,2383118
2019-02-24,13,14,3,3,45,33,78,591626,350721,39677,10575,1466085
2019-02-25,10,9,2,0,34,21,55,441722,274243,5759,0,1416791
2019-02-26,12,10,3,1,33,26,59,453473,439146,18801,3679,892455
2019-02-27,1,16,0,1,30,18,48,78576,695207,0,0,780024
2019-02-28,7,14,1,4,38,26,64,306150,225223,5265,6910,1417121
2019-03-01,8,10,3,3,55,24,79,339615,288112,12210,0,2744314
2019-03-02,13,14,3,1,40,31,71,358677,717664,8530,0,1013580
2019-03-03,7,14,1,3,48,25,73,305706,508015,4406,3496,1059240
2019-03-04,7,9,3,1,36,20,56,295692,199645,25445,2901,610519
2019-03-05,14,12,3,2,47,31,78,620848,421074,7334,0,1912592
2019-03-06,11,14,7,1,57,33,90,411827,661801,14847,0,1431073
2019-03-07,4,10,3,1,35,18,53,116283,356514,16790,0,1042593
2019-03-08,5,17,3,1,51,26,77,197968,604930,8721,3732,2380754
2019-03-09,15,10,3,1,61,29,90,886899,283269,22919,0,2364771
2019-03-10,7,7,1,2,39,17,56,439319,261993,1501,7573,776267
2019-03-11,8,11,1,1,26,21,47,242532,248768,31146,4322,516214
2019-03-12,9,7,0,2,39,18,57,328633,230937,0,3182,3360945
2019-03-13,12,15,3,1,47,31,78,274753,501198,15554,0,2385427
2019-03-14,10,9,4,3,38,26,64,373175,222404,11117,3242,1854419
2019-03-15,6,11,3,4,39,24,63,239500,401899,4018,0,2533719
2019-03-16,9,12,1,1,37,23,60,356008,298690,19909,0,1504703
2019-03-17,12,12,3,2,50,29,79,604749,422671,12120,7573,1408745
2019-03-18,6,2,1,1,34,10,44,134114,70432,4406,2884,1241617
2019-03-19,12,10,2,2,39,26,65,486753,203478,9988,0,1273998
2019-03-20,11,11,3,2,45,27,72,408014,209356,550,4602,1511595
2019-03-21,5,13,3,1,39,22,61,127072,281689,66027,3267,1583965
2019-03-22,8,14,1,1,37,24,61,265488,506447,152,0,1533779
2019-03-23,12,14,2,2,38,30,68,509366,415541,4118,0,2250838
2019-03-24,9,11,7,1,36,28,64,240386,215418,23478,3332,641687
2019-03-25,12,9,5,0,27,26,53,583064,365245,41411,0,620773
2019-03-26,9,13,1,2,38,25,63,378306,371319,0,0,949423
2019-03-27,11,6,4,4,42,25,67,434390,112006,17249,9022,860056
2019-03-28,6,7,2,1,33,16,49,221955,195082,23365,0,2131023
2019-03-29,13,19,6,2,40,40,80,640711,498708,14117,0,2165428
2019-03-30,12,11,3,0,55,26,81,448897,264507,22166,0,1876682
2019-03-31,5,10,4,3,38,22,60,166312,283412,25146,0,2000944
2019-04-01,13,14,1,1,49,29,78,596990,408659,17458,0,1337594
2019-04-02,9,12,4,2,31,27,58,295859,268716,31051,4157,1174054
2019-04-03,10,14,3,3,35,30,65,347637,258777,4000,2043,1699083
2019-04-04,2,9,1,2,23,14,37,98951,270253,20862,8236,306163
2019-04-05,9,18,2,2,47,31,78,220592,619849,8578,4684,2191199
2019-04-06,11,16,3,2,50,32,82,486460,479273,11116,7746,1626493
2019-04-07,11,9,2,1,47,23,70,434792,400295,12971,5159,1854930
2019-04-08,17,11,6,1,47,35,82,635446,245171,58881,5449,1671463
2019-04-09,7,10,4,4,58,25,83,353848,228908,17584,4340,2549512
2019-04-10,10,13,3,0,39,26,65,358549,505239,33111,0,2048066
2019-04-11,10,8,3,0,47,21,68,370168,228219,35170,0,2365827
2019-04-12,4,11,4,1,40,20,60,172073,442456,27634,3136,1103373
2019-04-13,12,11,3,3,44,29,73,485210,313813,9775,8171,1197040
2019-04-14,7,11,1,1,27,20,47,250417,238938,15240,0,1012999
2019-04-15,8,24,4,4,49,40,89,288816,1093914,19259,8171,1582141
2019-04-16,16,14,6,2,43,38,81,645006,575214,22222,9542,2001985
2019-04-17,10,22,6,3,48,41,89,262916,989915,24390,7538,3554368
2019-04-18,8,15,1,0,44,24,68,326788,412040,0,0,2543778
2019-04-19,13,17,2,1,67,33,100,549336,347805,9368,0,3293738
2019-04-20,15,19,3,2,57,39,96,550733,510122,9932,3179,2770762
2019-04-21,14,20,5,3,49,42,91,535051,538848,22150,4429,1736573
2019-04-22,19,26,0,2,49,47,96,796079,999531,0,0,3157422
2019-04-23,5,14,2,3,34,24,58,156562,458744,38800,8309,2096022
2019-04-24,16,8,3,2,43,29,72,524978,333928,8843,0,2015749
2019-04-25,11,14,2,2,46,29,75,389588,308400,7120,7998,1060580
2019-04-26,12,15,2,1,45,30,75,423562,813335,12171,464,2159687
2019-04-27,13,19,6,3,65,41,106,552442,477745,71857,2673,2979808
2019-04-28,14,17,6,2,52,39,91,561918,556905,30743,2673,3666875
2019-04-29,16,21,4,4,58,45,103,460018,779666,22215,11153,2848702
2019-04-30,8,15,3,2,42,28,70,411847,513189,23912,6930,2037684
2019-05-01,6,15,4,1,37,26,63,309933,439365,27680,3859,1159043
2019-05-02,13,19,8,2,62,42,104,636619,490694,19297,3859,2893659
2019-05-03,17,22,7,1,52,47,99,627477,717975,55129,0,2522019
2019-05-04,10,13,3,1,49,27,76,532537,567875,45392,0,4198945
2019-05-05,11,12,2,0,37,25,62,435404,574665,4934,0,2506935
2019-05-06,11,17,1,2,47,31,78,408766,559881,0,2277,2768993
2019-05-07,10,10,4,3,54,27,81,398433,201643,17758,5299,1979308
2019-05-08,17,21,2,1,62,41,103,377004,539757,6409,2761,3204031
2019-05-09,16,16,3,1,36,36,72,374970,585035,14149,6223,1823559
2019-05-10,13,13,0,0,47,26,73,602665,347291,0,0,1666790
2019-05-11,12,14,0,1,50,27,77,494372,539833,0,3944,1765276
2019-05-12,9,12,4,1,49,26,75,277199,587980,8443,0,3104457
2019-05-13,13,15,5,3,48,36,84,474853,231322,13805,3209,2383458
2019-05-14,10,11,3,2,27,26,53,266968,356256,32491,13095,1338722
2019-05-15,6,20,0,1,55,27,82,317139,569398,0,0,2987626
2019-05-16,8,15,2,1,47,26,73,192157,391955,6548,3209,2514083
2019-05-17,15,22,4,3,57,44,101,460684,778140,10567,3362,2681620
2019-05-18,8,15,0,3,47,26,73,241259,420165,0,2711,2615678
2019-05-19,10,9,4,2,53,25,78,331495,202740,47428,0,3403923
2019-05-20,8,12,0,3,42,23,65,236106,222940,0,0,2423271
2019-05-21,9,9,1,1,32,20,52,371400,244813,22260,0,2612374
2019-05-22,10,11,6,2,39,29,68,339651,288030,59706,1602,1349228
2019-05-23,10,10,5,2,53,27,80,295631,204586,31480,0,2631367
2019-05-24,18,12,5,4,49,39,88,652512,484924,35858,0,1895393
2019-05-25,17,17,0,1,50,35,85,617902,797259,0,0,3057128
2019-05-26,8,16,0,0,54,24,78,297926,891327,0,0,2097967
2019-05-27,16,18,3,2,62,39,101,808782,700585,16085,0,3628989
2019-05-28,12,11,5,1,35,29,64,388836,230445,31748,0,1200638
2019-05-29,14,25,6,1,52,46,98,579345,576366,43452,0,2337477
2019-05-30,14,19,2,1,66,36,102,398638,383706,28500,2483,3027073
2019-05-31,15,18,3,0,52,36,88,534012,935541,31275,0,1734419
2019-06-01,5,7,0,2,28,14,42,200506,410252,0,0,1127553
2019-06-02,13,14,6,1,58,34,92,609472,388785,28824,5962,2912506
2019-06-03,16,16,3,2,67,37,104,623522,573293,28561,464,4133846
2019-06-04,10,19,3,3,70,35,105,439923,531418,25373,292,2874286
2019-06-05,4,15,2,1,36,22,58,109468,427945,4720,292,1374972
2019-06-06,16,20,3,0,43,39,82,429104,549759,0,0,639743
2019-06-07,14,16,5,0,57,35,92,631106,614929,10615,0,3667504
2019-06-08,9,15,3,3,51,30,81,319433,766410,4365,5676,2422220
2019-06-09,8,13,4,3,43,28,71,430110,377751,7598,2912,1308199
2019-06-10,11,23,1,4,46,39,85,336060,484053,3043,2912,2260809
2019-06-11,9,20,5,4,54,38,92,356626,477141,28786,5088,3032854
2019-06-12,10,16,1,2,51,29,80,371576,345109,0,0,2707077
2019-06-13,9,8,4,1,39,22,61,427038,98453,40957,0,1461778
2019-06-14,9,18,1,1,36,29,65,385228,363333,37465,3747,1390513
2019-06-15,16,17,2,0,35,35,70,516018,519431,6731,0,1402003
2019-06-16,19,13,4,0,77,36,113,574923,584964,20880,0,4390680
2019-06-17,10,22,3,1,59,36,95,451268,1151423,2418,0,2711051
2019-06-18,12,19,2,1,52,34,86,356962,903111,2418,0,3424160
2019-06-19,8,14,0,4,48,26,74,336782,419283,0,7666,1625875
2019-06-20,16,15,5,4,52,40,92,578077,425942,38362,10710,1680540
2019-06-21,18,18,3,3,53,42,95,803255,458823,45680,11900,2732664
2019-06-22,15,16,6,2,52,39,91,551493,631764,78881,2577,1756216
2019-06-23,9,11,2,1,39,23,62,406361,436969,17368,0,2352179
2019-06-24,15,16,3,4,79,38,117,640796,511050,3389,6990,3048981
2019-06-25,16,12,4,1,72,33,105,528213,564726,10515,3070,3682954
2019-06-26,16,14,7,2,66,39,105,686257,433669,55110,3070,4092980
2019-06-27,19,16,7,1,62,43,105,647274,464525,23312,0,2469967
2019-06-28,14,19,3,2,51,38,89,521951,718525,3121,0,2885083
2019-06-29,8,9,5,0,51,22,73,294672,219986,30374,0,1907403
2019-06-30,21,22,3,3,60,49,109,749402,675347,8211,6952,3635835
2019-07-01,21,20,2,4,68,47,115,726295,526712,4243,13516,3039789
2019-07-02,15,13,12,2,49,42,91,502047,448394,23780,341,2259883
2019-07-03,17,20,4,4,72,45,117,466629,722969,59088,464,3457039
2019-07-04,22,29,4,2,66,57,123,782998,1070701,29059,464,4561503
2019-07-05,11,15,4,4,57,34,91,314144,424793,21414,341,3012423
2019-07-06,23,27,6,1,65,57,122,762779,751392,56531,0,2163920
2019-07-07,16,23,5,2,53,46,99,397016,725628,75980,5034,2504246
2019-07-08,12,14,9,3,58,38,96,383404,285870,30041,8663,2111928
2019-07-09,6,18,5,3,43,32,75,164252,328260,18146,2973,1282870
2019-07-10,7,15,0,3,41,25,66,131390,358115,0,0,2279959
2019-07-11,14,19,4,4,53,41,94,472474,492186,38000,15914,2079273
2019-07-12,18,12,9,2,67,41,108,625723,293413,31513,8064,3731479
2019-07-13,12,12,5,2,40,31,71,511818,292668,26829,0,1869238
2019-07-14,12,20,8,3,46,43,89,403092,680545,70468,6153,1893490
2019-07-15,18,18,6,2,54,44,98,513631,804125,17061,289,2617907
2019-07-16,11,19,6,3,54,39,93,355811,559695,70067,5226,2898117
2019-07-17,16,13,4,3,49,36,85,465617,584284,11311,1952,2325295
2019-07-18,12,15,4,2,50,33,83,448093,162798,43550,2013,2365864
2019-07-19,14,11,6,0,47,31,78,438536,229765,12766,0,2563347
2019-07-20,11,13,5,1,38,30,68,357452,213520,20447,4635,2362424
2019-07-21,13,19,5,4,60,41,101,448321,490242,11981,6429,2550539
2019-07-22,21,15,1,6,56,43,99,535719,501171,0,2614,3022612
2019-07-23,9,16,3,0,53,28,81,316756,927250,0,0,3018624
2019-07-24,13,11,3,2,50,29,79,374979,642477,30617,0,2638127
2019-07-25,8,14,5,2,44,29,73,179906,714479,27377,3185,1609281
2019-07-26,15,13,4,2,50,34,84,621341,353771,11319,7997,2919789
2019-07-27,10,9,3,1,48,23,71,359782,267248,14981,2302,2024114
2019-07-28,17,13,3,1,49,34,83,630544,439550,8730,0,2217033
2019-07-29,14,25,4,1,50,44,94,436916,971943,45321,0,2320599
2019-07-30,5,17,3,0,33,25,58,159879,625397,7473,0,1314959
2019-07-31,16,17,0,4,50,37,87,535214,450674,0,10398,3277422
2019-08-01,16,16,4,5,60,41,101,543727,445301,19768,5132,2216142
2019-08-02,16,15,4,3,53,38,91,680883,551080,8222,6513,2380929
2019-08-03,14,10,3,3,37,30,67,726558,496558,8415,3362,1940633
2019-08-04,8,9,5,1,45,23,68,304992,182458,50774,0,2202869
2019-08-05,10,13,1,1,55,25,80,322855,320351,15967,1679,2409133
2019-08-06,16,21,2,3,62,42,104,415578,538302,17882,1969,2573836
2019-08-07,16,25,5,4,64,50,114,370780,883883,28987,5664,2802108
2019-08-08,15,15,8,5,62,43,105,339303,418639,62956,12184,2721768
2019-08-09,13,13,6,1,42,33,75,563963,302679,28954,0,1992237
2019-08-10,9,23,3,1,65,36,101,395437,563775,16514,0,3580551
2019-08-11,18,22,6,2,52,48,100,742303,665598,16554,0,3004326
2019-08-12,17,16,3,2,52,38,90,548387,742092,6808,0,3140789
2019-08-13,15,16,1,1,56,33,89,470638,378593,741,0,2929389
2019-08-14,12,16,0,1,38,29,67,395149,466473,0,0,1521133
2019-08-15,16,23,3,2,45,44,89,554034,695506,36862,3743,2955125
2019-08-16,14,11,2,2,50,29,79,700994,376771,42774,5270,2968267
2019-08-17,14,13,5,1,65,33,98,517151,341281,46430,0,3586447
2019-08-18,10,8,7,1,52,26,78,333686,368612,43342,3788,2697737
2019-08-19,13,15,2,5,41,35,76,594413,526231,14006,12039,1773017
2019-08-20,13,14,2,4,46,33,79,543930,542001,7459,14102,2833878
2019-08-21,8,19,2,2,63,31,94,305885,545037,17199,6618,2464571
2019-08-22,11,15,3,0,52,29,81,420749,420017,6039,0,2069888
2019-08-23,14,18,5,3,48,40,88,498542,849421,42459,2013,2201081
2019-08-24,20,17,3,1,52,41,93,810867,473904,7368,3467,3069349
2019-08-25,17,17,2,5,55,41,96,477018,593552,7086,11165,3403172
2019-08-26,14,16,4,2,62,36,98,560896,525270,5434,2081,2768212
2019-08-27,15,19,3,1,50,38,88,406497,655839,2324,0,2985158
2019-08-28,9,15,1,1,49,26,75,368243,597758,0,0,2844002
2019-08-29,16,16,10,0,63,42,105,598693,400052,58212,0,3119058
2019-08-30,11,17,8,1,60,37,97,542887,477166,45571,287,2415249
2019-08-31,15,9,1,2,46,27,73,631984,320092,4018,7540,2125247
2019-09-01,19,18,3,2,49,42,91,508838,411118,10088,3453,2615233
2019-09-02,10,15,2,2,43,29,72,365599,508042,4018,2983,2935168
2019-09-03,18,19,1,2,43,40,83,491559,569363,6807,0,3489396
2019-09-04,16,24,1,1,53,42,95,466148,529106,3841,0,3801869
2019-09-05,12,21,3,3,57,39,96,325952,837303,14002,6223,3709062
2019-09-06,10,20,6,1,59,37,96,438685,714808,25336,0,3177586
2019-09-07,13,15,9,2,61,39,100,641338,364935,70120,10442,3044888
2019-09-08,16,17,3,5,47,41,88,468717,504282,26298,2880,2050263
2019-09-09,13,14,2,1,56,30,86,479999,434574,25195,0,2602061
2019-09-10,13,24,6,4,44,47,91,448776,822620,28422,7573,3264174
2019-09-11,15,16,6,1,50,38,88,640314,675472,72327,4706,1610452
2019-09-12,11,10,1,1,39,23,62,395249,235715,6224,6048,1860093
2019-09-13,14,9,3,1,39,27,66,463879,384649,5524,2677,1735284
2019-09-14,18,20,7,5,62,50,112,760409,432152,33340,4207,3533944
2019-09-15,13,18,1,1,45,33,78,522280,474938,4311,4207,2267454
2019-09-16,21,16,3,6,58,46,104,689621,654248,17504,11089,2824246
2019-09-17,12,14,5,1,52,32,84,413868,586445,19968,2212,1442961
2019-09-18,6,7,1,1,37,15,52,265256,161147,3283,2177,1680329
2019-09-19,11,10,4,3,43,28,71,232999,206690,53928,8778,2358729
2019-09-20,12,20,4,1,53,37,90,458217,634275,24462,5981,2190367
2019-09-21,11,12,3,2,47,28,75,381279,234791,16149,2174,2691289
2019-09-22,12,15,1,3,48,31,79,245412,235626,14686,4476,2093388
2019-09-23,11,14,3,3,37,31,68,312538,260668,13620,10218,1382350
2019-09-24,11,11,3,3,42,28,70,530113,421457,10249,8462,1476182
2019-09-25,15,13,2,1,40,31,71,475503,446396,2076,2013,2042493
2019-09-26,9,11,3,2,32,25,57,257868,215281,9915,0,1548738
2019-09-27,6,16,4,0,37,26,63,290149,560867,34754,0,1918598
2019-09-28,14,27,3,1,54,45,99,512785,727140,45761,7905,2308148
2019-09-29,21,18,4,0,68,43,111,531443,1051315,52894,0,2781144
2019-09-30,12,15,1,2,55,30,85,320653,586056,8514,287,2672174
2019-10-01,13,14,1,2,49,30,79,415706,310737,2040,0,2072001
2019-10-02,12,17,3,2,49,34,83,462988,542140,5656,0,3459291
2019-10-03,7,7,1,3,33,18,51,318134,240411,4018,5700,1649205
2019-10-04,3,4,4,0,32,11,43,103920,146764,29901,0,2170111
2019-10-05,14,14,6,3,48,37,85,504157,434391,17972,5700,2945189
2019-10-06,13,13,2,0,37,28,65,414781,574551,3045,0,1571612
2019-10-07,7,6,3,1,40,17,57,172949,282523,36361,0,1164369
2019-10-08,8,11,2,4,39,25,64,202073,249769,9111,9237,2296391
2019-10-09,9,11,3,5,45,28,73,363656,125743,12586,16047,2881363
2019-10-10,10,12,1,2,48,25,73,330217,258462,1151,3944,2429577
2019-10-11,8,10,1,1,50,20,70,254654,331174,1737,0,2977664
2019-10-12,20,16,4,1,35,41,76,475012,404321,21071,0,2357231
2019-10-13,13,7,3,3,47,26,73,481349,211071,32862,2448,2550539
2019-10-14,17,11,4,3,48,35,83,471370,694929,44744,2829,2138040
2019-10-15,11,15,3,3,54,32,86,378779,420316,16822,6704,2578924
2019-10-16,14,20,3,2,67,39,106,541710,496605,28074,390,4191295
2019-10-17,15,18,7,2,67,42,109,497309,478039,65215,9098,3432984
2019-10-18,10,13,4,5,41,32,73,410837,471777,36916,20176,2910369
2019-10-19,5,11,2,0,29,18,47,125250,287647,2025,0,1579054
2019-10-20,20,20,0,1,56,41,97,569263,816178,0,3608,2263192
2019-10-21,10,9,3,2,41,24,65,508793,248551,14488,0,2323624
2019-10-22,12,17,1,1,48,31,79,434569,441444,3588,0,1473586
2019-10-23,14,13,8,3,49,38,87,547797,250506,43118,8453,2978173
2019-10-24,3,13,3,2,41,21,62,62553,133477,16777,10557,2634937
2019-10-25,16,12,2,3,46,33,79,583640,239242,20913,2013,1936428
2019-10-26,12,14,3,1,48,30,78,373276,429480,28048,0,2680099
2019-10-27,13,17,3,4,40,37,77,519517,676792,22964,2013,2207109
2019-10-28,6,10,4,2,27,22,49,147838,98424,23765,2364,2422020
2019-10-29,10,13,4,1,46,28,74,425433,379017,21515,0,2628234
2019-10-30,11,18,1,2,66,32,98,492650,488620,0,2921,2131991
2019-10-31,13,10,2,1,41,26,67,473198,305047,23422,0,1569290
2019-11-01,11,10,5,3,46,29,75,464100,332696,19021,2354,2442122
2019-11-02,10,8,2,3,35,23,58,479284,208381,11377,2354,313656
2019-11-03,10,9,0,1,31,20,51,230076,199459,0,2191,1776154
2019-11-04,12,12,3,1,45,28,73,420618,575663,32141,0,3015400
2019-11-05,12,14,4,0,29,30,59,555336,779414,12397,0,2206618
2019-11-06,10,11,1,0,44,22,66,390437,626578,7447,0,2619204
2019-11-07,9,6,4,4,36,23,59,451934,40994,21947,7885,1398280
2019-11-08,9,11,3,1,46,24,70,447394,302671,6602,0,2552167
2019-11-09,12,8,7,2,42,29,71,391506,157609,26159,4452,2643032
2019-11-10,9,8,1,1,37,19,56,477735,472870,3841,0,2045175
2019-11-11,4,7,2,1,37,14,51,208774,653398,15498,5617,994902
2019-11-12,6,10,1,0,40,17,57,118507,700295,2864,0,830711
2019-11-13,10,8,5,2,32,25,57,397921,281078,12728,5038,875366
2019-11-14,8,6,3,2,26,19,45,468134,234055,7154,0,611607
2019-11-15,7,8,3,1,28,19,47,336498,360648,10296,0,1244057
2019-11-16,6,12,4,2,34,24,58,226131,456938,28563,4186,1379031
2019-11-17,5,7,0,2,20,14,34,88272,326467,0,2916,409928
2019-11-18,6,12,2,2,24,22,46,201986,603514,4451,5598,723492
2019-11-19,10,9,1,1,33,21,54,356536,136092,2681,5395,1218911
2019-11-20,4,10,2,1,36,17,53,221857,303284,37498,5395,758931
2019-11-21,6,8,1,1,32,16,48,119523,323800,10553,7003,480010
2019-11-22,12,7,1,2,32,22,54,505444,342014,12626,0,1451154
2019-11-23,8,3,3,2,30,16,46,340781,0,12849,5188,1436428
2019-11-24,6,4,0,0,30,10,40,264462,283833,0,0,518745
2019-11-25,3,7,2,4,35,16,51,57801,232854,14734,40013,1083955
2019-11-26,3,14,1,2,38,20,58,252157,304728,17438,3944,759712
2019-11-27,10,15,2,1,40,28,68,462595,539381,4618,2013,983367
2019-11-28,5,9,4,1,43,19,62,134352,382438,17066,3954,1665368
2019-11-29,3,10,6,0,42,19,61,187443,231401,55978,0,922922
2019-11-30,6,7,3,0,34,16,50,204347,142197,29734,0,1345867
2019-12-01,10,7,3,0,25,20,45,395107,187726,12337,0,755202
2019-12-02,7,15,1,3,40,26,66,260652,296458,0,7421,1709871
2019-12-03,12,9,1,4,42,26,68,385722,95752,11000,1524,1882783
2019-12-04,8,10,1,0,32,19,51,260488,224867,664,0,1551950
2019-12-05,8,7,2,1,34,18,52,243669,181815,5872,0,314950
2019-12-06,5,9,3,1,22,18,40,326478,367466,10556,0,511282
2019-12-07,5,8,0,1,30,14,44,212688,270506,0,2183,804813
2019-12-08,7,9,2,2,40,20,60,314611,414404,14692,4912,1422352
2019-12-09,8,8,2,0,27,18,45,301996,392781,14692,0,305885
2019-12-10,7,12,3,0,33,22,55,343733,535588,11813,0,2138172
2019-12-11,5,8,3,1,22,17,39,88036,194128,8290,0,1093763
2019-12-12,7,6,4,1,44,18,62,237138,135840,21376,0,2201296
2019-12-13,8,10,2,1,45,21,66,438271,381934,5431,3944,2062688
2019-12-14,6,16,2,1,48,25,73,176857,492214,1566,0,2126717
2019-12-15,12,13,6,3,47,34,81,472445,447277,9132,13060,2602936
2019-12-16,6,12,2,1,29,21,50,153062,285555,3841,5812,1708464
2019-12-17,7,13,2,2,41,24,65,226445,503385,3588,6223,1519931
2019-12-18,8,15,5,2,41,30,71,332058,484264,23877,0,1303568
2019-12-19,11,11,3,1,43,26,69,312410,511226,19087,0,1088205
2019-12-20,7,8,4,1,49,20,69,261245,319124,4232,0,772055
2019-12-21,10,16,3,3,37,32,69,219617,682525,3841,4452,1141007
2019-12-22,6,6,0,0,24,12,36,169825,240786,0,0,840006
2019-12-23,11,13,3,3,42,30,72,326199,528181,21072,5064,714849
2019-12-24,5,16,4,2,31,27,58,122056,474748,31213,0,775159
2019-12-25,6,15,8,2,41,31,72,143296,518868,51136,0,718604
2019-12-26,8,11,2,0,45,21,66,327387,264383,12681,0,1477605
2019-12-27,6,7,1,1,28,15,43,240913,312323,3414,2094,227516
2019-12-28,5,6,1,1,16,13,29,64451,120509,3227,2013,766770
2019-12-29,8,14,2,1,35,25,60,205659,452576,12924,0,2117769
2019-12-30,8,10,5,4,42,27,69,216938,340563,40103,11781,1759244
2019-12-31,8,10,3,2,49,23,72,374480,173932,5980,7454,2789837
2020-01-01,11,12,2,1,60,26,86,353100,76602,6753,8553,2030824
2020-01-02,16,12,3,0,43,31,74,536166,390886,25229,0,2535898
2020-01-03,10,18,0,3,44,31,75,327194,627705,0,4945,1435831
2020-01-04,9,14,3,2,48,28,76,246068,416203,29122,5352,2106762
2020-01-05,14,12,4,1,46,31,77,518715,370118,19790,0,2576698
2020-01-06,10,12,2,4,38,28,66,339675,392969,3556,2805,1380078
2020-01-07,8,8,6,3,52,25,77,435915,282964,37145,2805,920788
2020-01-08,11,8,6,1,23,26,49,371634,224216,67840,0,346381
2020-01-09,11,18,3,1,35,33,68,455688,639135,40822,0,700915
2020-01-10,8,11,8,2,43,29,72,417418,264643,43370,0,861994
2020-01-11,11,18,2,1,49,32,81,471471,471992,9388,3436,1426955
2020-01-12,8,12,4,4,37,28,65,331220,162847,18138,6590,796265
2020-01-13,10,20,3,3,28,36,64,256343,679225,21652,8586,554053
2020-01-14,13,15,8,1,32,37,69,671426,415811,43063,2784,541344
2020-01-15,7,16,2,1,38,26,64,320009,294852,3464,0,581605
2020-01-16,7,5,0,0,21,12,33,243589,184779,0,0,330246
2020-01-17,14,13,4,3,45,34,79,459030,317444,12987,3788,1463963
2020-01-18,9,13,6,2,42,30,72,470586,338163,34941,3788,1391464
